"Plant_id","ID","Plot","Plant_sp","Plant_sp_complete","N_flowers","Area_m2","Height_cm","sync_index_het","sync_index_con","Cover_con","Cover_het"
"1",1,"A","UPAR","Ulex_parviflorus",1167,1.508,71,0.116449791959293,0.932133676092545,0.03125,0.5
"10",10,"A","UPAR","Ulex_parviflorus",21,0.503,79,0.112420225822288,0.936507936507937,0,0.46875
"100",608,"F","ROFF","Rosmarinus_officinalis",1579,0.436,112,0.291937382810797,0.959229058561898,0,0.375
"101",609,"F","ROFF","Rosmarinus_officinalis",2728,3.261,117,0.222241389224311,0.922653958944282,0,0.3125
"102",610,"F","ROFF","Rosmarinus_officinalis",12111,3.38,173,0.297298089694856,0.955853161704156,0.21875,0.5625
"103",611,"F","ROFF","Rosmarinus_officinalis",4249,1.793,170,0.3007953665025,0.946633508335636,0.03125,0.71875
"104",612,"F","ROFF","Rosmarinus_officinalis",1642,0.801,114,0.295179991501244,0.953353973168215,0.09375,0.125
"105",613,"F","ROFF","Rosmarinus_officinalis",184,0.369,67,0.365942028985507,1,0.1875,0.46875
"106",16,"A","HCOM","Halimium_commutatum",827,0.586,78,0.293814432989691,0.977422790202343,0.28125,0.5
"107",17,"A","HCOM","Halimium_commutatum",506,0.402,60,0.30512204066664,0.959815546772068,0.15625,0.09375
"108",18,"A","HCOM","Halimium_commutatum",116,0.196,43,0.293725559900462,0.96264367816092,0.1875,0.625
"109",19,"A","HCOM","Halimium_commutatum",190,0.388,63,0.298853884697345,0.951582867783985,0.125,0.375
"11",11,"A","UPAR","Ulex_parviflorus",156,0.199,57,0.111353423209093,0.934188034188034,0.03125,0.5
"110",20,"A","HCOM","Halimium_commutatum",377,0.262,34,0.289379045792376,0.961821705426357,0.21875,0.34375
"111",21,"A","HCOM","Halimium_commutatum",170,0.146,38,0.318799272286234,1,0.03125,1.0625
"112",22,"A","HCOM","Halimium_commutatum",193,0.286,62,0.316222424015811,0.949568221070812,0,0.25
"113",23,"A","HCOM","Halimium_commutatum",1066,0.872,66,0.314499425525429,0.970684862269396,0.03125,0.375
"114",24,"A","HCOM","Halimium_commutatum",253,0.294,52,0.311270481597689,0.994524959742351,0.09375,0.8125
"115",25,"A","HCOM","Halimium_commutatum",601,1.116,60,0.297490450568859,0.958432934926959,0.1875,0.5625
"116",26,"A","HCOM","Halimium_commutatum",323,0.328,56,0.311837128235556,0.970503597122302,0.4375,0.28125
"117",27,"A","HCOM","Halimium_commutatum",1403,0.944,73,0.298401241656046,0.983190534475724,0.125,0.46875
"118",28,"A","HCOM","Halimium_commutatum",481,0.821,65,0.307327946503204,0.990575190575191,0.25,0.4375
"119",29,"A","HCOM","Halimium_commutatum",183,0.215,35,0.291532871387527,0.961384335154827,0.03125,0.4375
"12",12,"A","UPAR","Ulex_parviflorus",452,0.392,79,0.103959492747012,0.933628318584071,0.09375,1.09375
"120",30,"A","HCOM","Halimium_commutatum",240,0.451,75,0.29573883161512,0.958666666666667,0.03125,0.125
"121",128,"B","HCOM","Halimium_commutatum",521,0.458,58,0.305486313337216,0.947921568627451,0.25,0.15625
"122",129,"B","HCOM","Halimium_commutatum",544,0.54,51,0.338216977348055,0.969864960909737,0.375,0.84375
"123",130,"B","HCOM","Halimium_commutatum",472,0.687,54,0.339508144362823,0.967741935483871,0.09375,0.65625
"124",131,"B","HCOM","Halimium_commutatum",187,0.229,67,0.331074283898978,0.954723707664884,0.1875,0.4375
"125",132,"B","HCOM","Halimium_commutatum",264,0.093,85,0.37790165571179,0.98468720821662,0.15625,0.59375
"126",133,"B","HCOM","Halimium_commutatum",882,0.539,53,0.391759534697864,0.989237668161435,0.28125,0.3125
"127",134,"B","HCOM","Halimium_commutatum",387,0.421,66,0.319108655051552,0.962962962962963,0.1875,0.8125
"128",135,"B","HCOM","Halimium_commutatum",659,0.674,53,0.332726546197221,0.960657698056801,0.09375,0.5
"129",136,"B","HCOM","Halimium_commutatum",79,0.176,47,0.364475545298891,0.984962406015037,0.125,0.4375
"13",13,"A","UPAR","Ulex_parviflorus",967,0.893,67,0.106696233435324,0.934091692519821,0.03125,0.6875
"130",137,"B","HCOM","Halimium_commutatum",139,0.315,97,0.364289593516314,0.967369901547117,0.375,0.125
"131",138,"B","HCOM","Halimium_commutatum",188,0.224,51,0.36280808931957,0.973758865248227,0.375,0.6875
"132",139,"B","HCOM","Halimium_commutatum",1054,0.697,67,0.344195836906525,0.962642169728784,0.15625,0.4375
"133",140,"B","HCOM","Halimium_commutatum",929,0.536,34,0.350225555099889,0.958086785009862,0.15625,0.4375
"134",141,"B","HCOM","Halimium_commutatum",219,0.664,53,0.287671232876712,0.964992389649924,0.09375,0.4375
"135",142,"B","HCOM","Halimium_commutatum",320,0.583,51,0.377320544554455,0.97875,0.1875,0.28125
"136",244,"C","HCOM","Halimium_commutatum",166,0.292,48,0.391642519444868,0.960642570281125,0.25,0.46875
"137",245,"C","HCOM","Halimium_commutatum",643,0.629,51,0.392916778884999,0.96,0.0625,0.59375
"138",246,"C","HCOM","Halimium_commutatum",244,0.243,55,0.403361916428474,0.970250896057348,0.09375,0.5
"139",247,"C","HCOM","Halimium_commutatum",179,0.23,28,0.390425005303727,0.964618249534451,0.21875,0.46875
"14",14,"A","UPAR","Ulex_parviflorus",209,0.192,51,0.112612834804913,0.933652312599681,0.09375,0.65625
"140",248,"C","HCOM","Halimium_commutatum",18,0.075,48,0.39521800281294,0.97037037037037,0.125,0.46875
"141",249,"C","HCOM","Halimium_commutatum",151,0.223,40,0.416884611361021,0.975757575757576,0.09375,0.34375
"142",250,"C","HCOM","Halimium_commutatum",390,0.621,34,0.410553606832393,0.979317269076305,0.3125,0.46875
"143",251,"C","HCOM","Halimium_commutatum",585,0.418,42,0.404770427255865,0.964353041988003,0.0625,0.46875
"144",252,"C","HCOM","Halimium_commutatum",133,0.315,54,0.407537831921576,0.967418546365915,0.09375,0.59375
"145",253,"C","HCOM","Halimium_commutatum",480,0.562,39,0.38975254339724,0.961450044208665,0.125,0.5625
"146",254,"C","HCOM","Halimium_commutatum",346,0.225,39,0.416200742496757,0.974087161366313,0.1875,0.5625
"147",255,"C","HCOM","Halimium_commutatum",491,0.745,48,0.414163809327387,0.977189409368635,0.125,0.53125
"148",256,"C","HCOM","Halimium_commutatum",679,0.653,45,0.405129913391073,0.966081871345029,0.125,0.5625
"149",257,"C","HCOM","Halimium_commutatum",133,0.259,33,0.414556962025316,0.98125,0.125,0.4375
"15",15,"A","UPAR","Ulex_parviflorus",5654,3.478,95,0.122708492117614,0.929159297252683,0.03125,0.28125
"150",258,"C","HCOM","Halimium_commutatum",127,0.085,36,0.422306388916575,0.984776902887139,0.125,0.71875
"151",338,"D","HCOM","Halimium_commutatum",132,0.257,40,0.303753251579339,0.95768115942029,0.03125,0.1875
"152",339,"D","HCOM","Halimium_commutatum",721,0.59,68,0.321583016642642,0.974219193639977,0.15625,0.90625
"153",340,"D","HCOM","Halimium_commutatum",310,0.5,45,0.300410256410256,0.963466666666667,0,0.0625
"154",341,"D","HCOM","Halimium_commutatum",154,0.164,37,0.296214896214896,0.968095238095238,0.03125,0.1875
"155",342,"D","HCOM","Halimium_commutatum",157,0.099,36,0.298642533936652,0.954901960784314,0.15625,0.3125
"156",343,"D","HCOM","Halimium_commutatum",657,0.742,43,0.324469116221694,0.977044673539519,0,0.40625
"157",344,"D","HCOM","Halimium_commutatum",1010,1.015,64,0.295457281372774,0.965599658557405,0.03125,0.34375
"158",345,"D","HCOM","Halimium_commutatum",184,0.464,38,0.325250836120401,0.981159420289855,0,0.6875
"159",346,"D","HCOM","Halimium_commutatum",27,0.059,29,0.307375751820196,0.987654320987654,0.09375,0.4375
"16",113,"B","ROFF","Rosmarinus_officinalis",12141,6.164,164,0.311237787185003,0.771333088804662,0,0.09375
"160",347,"D","HCOM","Halimium_commutatum",596,0.473,90,0.288763339610797,0.960326428123038,0.125,0.75
"161",348,"D","HCOM","Halimium_commutatum",278,0.204,47,0.27326575233552,0.965581395348837,0.09375,0.375
"162",349,"D","HCOM","Halimium_commutatum",313,0.4,53,0.275732481958163,0.974837872892348,0.09375,0.78125
"163",350,"D","HCOM","Halimium_commutatum",108,0.232,68,0.285849952516619,0.958922558922559,0.1875,0.5625
"164",351,"D","HCOM","Halimium_commutatum",626,1.043,45,0.307029874137625,0.958286074354127,0.03125,0.3125
"165",352,"D","HCOM","Halimium_commutatum",238,0.221,38,0.315864447443395,0.967836257309941,0.03125,0.1875
"166",368,"D","SGEN","Stauracanthus_genistoides",272,0.126,65,0.315045599961801,0.735567970204842,0,0.09375
"167",369,"D","SGEN","Stauracanthus_genistoides",154,0.385,59,0.366855366855367,0.909090909090909,0,0.5625
"168",370,"D","SGEN","Stauracanthus_genistoides",550,0.065,83,0.323593718942556,0.77984496124031,0,0.34375
"169",371,"D","SGEN","Stauracanthus_genistoides",179,0.443,80,0.337487465979086,0.824208566108007,0.1875,0.0625
"17",114,"B","ROFF","Rosmarinus_officinalis",1742,0.442,168,0.240033647452001,0.830769230769231,0.09375,0.46875
"170",372,"D","SGEN","Stauracanthus_genistoides",11,0.466,81,0.358974358974359,1,0,0.34375
"171",373,"D","SGEN","Stauracanthus_genistoides",164,0.228,76,0.288617886178862,0.654471544715447,0.125,0.59375
"172",374,"D","SGEN","Stauracanthus_genistoides",355,0.348,80,0.37165991902834,0.895906432748538,0.03125,0.125
"173",375,"D","SGEN","Stauracanthus_genistoides",602,0.594,128,0.340685380969741,0.839652448657188,0,0.65625
"174",376,"D","SGEN","Stauracanthus_genistoides",90,0.141,60,0.360873694207028,0.888888888888889,0.03125,0.4375
"175",377,"D","SGEN","Stauracanthus_genistoides",244,0.179,66,0.311020036429872,0.717213114754098,0.03125,0.1875
"176",378,"D","SGEN","Stauracanthus_genistoides",68,0.056,70,0.36299648064354,0.945098039215686,0,0.34375
"177",379,"D","SGEN","Stauracanthus_genistoides",101,0.09,66,0.36583374162992,0.851380042462845,0.09375,0.5
"178",380,"D","SGEN","Stauracanthus_genistoides",395,0.183,83,0.339521800281294,0.837130801687764,0.03125,0.625
"179",381,"D","SGEN","Stauracanthus_genistoides",37,0.052,72,0.366366366366366,0.942342342342342,0,0.46875
"18",115,"B","ROFF","Rosmarinus_officinalis",971,0.379,132,0.221207084663152,0.884654994850669,0.0625,0.5625
"180",382,"D","SGEN","Stauracanthus_genistoides",320,0.275,104,0.343556225909167,0.756862745098039,0,0.59375
"181",495,"E","HCOM","Halimium_commutatum",751,0.773,64,0.348185117967332,0.966436781609195,0.09375,0.28125
"182",496,"E","HCOM","Halimium_commutatum",356,0.435,75,0.371822413175797,0.972562358276644,0.125,0.34375
"183",497,"E","HCOM","Halimium_commutatum",196,0.449,47,0.291956305858987,0.955555555555556,0.09375,0.28125
"184",498,"E","HCOM","Halimium_commutatum",196,0.243,62,0.381578947368421,0.973039215686274,0.375,0.40625
"185",499,"E","HCOM","Halimium_commutatum",1152,1.085,65,0.377546138072454,0.963722943722944,0.15625,0.34375
"186",500,"E","HCOM","Halimium_commutatum",1278,1.39,72,0.390621974361953,0.980132450331126,0.15625,0.53125
"187",501,"E","HCOM","Halimium_commutatum",741,0.725,74,0.391922395565461,0.978175895765472,0.09375,0.5
"188",502,"E","HCOM","Halimium_commutatum",369,0.661,72,0.36007702182285,0.95103884372177,0.0625,0.6875
"189",503,"E","HCOM","Halimium_commutatum",608,0.879,66,0.399828491799764,0.979090291921249,0.0625,0.71875
"19",116,"B","ROFF","Rosmarinus_officinalis",1008,0.655,137,0.256708706584944,0.906084656084656,0.03125,0.625
"190",504,"E","HCOM","Halimium_commutatum",166,0.14,55,0.368549110001281,0.969343065693431,0.21875,0.40625
"191",505,"E","HCOM","Halimium_commutatum",937,0.943,54,0.382903811252269,0.961931034482759,0.15625,0.15625
"192",506,"E","HCOM","Halimium_commutatum",171,0.347,54,0.36544577818816,0.964132553606238,0.3125,0.34375
"193",507,"E","HCOM","Halimium_commutatum",333,0.307,40,0.351909184726522,0.959738562091503,0.0625,0.53125
"194",508,"E","HCOM","Halimium_commutatum",197,0.313,60,0.35501825630065,0.959390862944162,0.28125,0.3125
"195",509,"E","HCOM","Halimium_commutatum",378,0.327,54,0.365543488350506,0.976014109347443,0.65625,0.1875
"196",614,"F","HCOM","Halimium_commutatum",217,0.387,42,0.331948598648499,0.993220338983051,0.0625,0.28125
"197",615,"F","HCOM","Halimium_commutatum",107,0.274,92,0.356606193879421,0.978816199376947,0.0625,0.5625
"198",616,"F","HCOM","Halimium_commutatum",915,1.873,62,0.346728384947294,0.986722376973073,0.09375,0
"199",617,"F","HCOM","Halimium_commutatum",172,0.73,62,0.356862745098039,0.984102564102564,0.125,0.375
"2",2,"A","UPAR","Ulex_parviflorus",1777,0.794,98,0.113257024174881,0.932095291690115,0.09375,0.53125
"20",117,"B","ROFF","Rosmarinus_officinalis",2911,0.282,115,0.280509912894416,0.844681094698271,0,0.46875
"200",618,"F","HCOM","Halimium_commutatum",724,0.922,58,0.354151747655584,0.986086956521739,0.1875,0.25
"201",619,"F","HCOM","Halimium_commutatum",1805,1.558,77,0.349610929707426,0.980723557028445,0,0.09375
"202",620,"F","HCOM","Halimium_commutatum",321,0.808,27,0.353277136399731,0.986085150571132,0.125,0.3125
"203",621,"F","HCOM","Halimium_commutatum",229,0.235,70,0.354994700582936,0.984684684684685,0.125,0.625
"204",622,"F","HCOM","Halimium_commutatum",86,0.78,52,0.309393524851801,0.987596899224806,0.1875,0.34375
"205",623,"F","HCOM","Halimium_commutatum",804,0.802,66,0.36190067267783,0.978102189781022,0,0.53125
"206",624,"F","HCOM","Halimium_commutatum",172,0.197,54,0.358413132694938,0.986046511627907,0.09375,0.8125
"207",625,"F","HCOM","Halimium_commutatum",262,0.403,38,0.353187300024612,0.984379358437936,0.15625,0.40625
"208",626,"F","HCOM","Halimium_commutatum",567,0.728,80,0.349329205366357,0.982456140350877,0,0.5
"209",627,"F","HCOM","Halimium_commutatum",102,0.237,22,0.361249584579595,1,0.09375,0.46875
"21",118,"B","ROFF","Rosmarinus_officinalis",2880,0.727,125,0.259942244224422,0.825509259259259,0.3125,0.46875
"210",628,"F","HCOM","Halimium_commutatum",410,0.484,33,0.353978129713424,0.976923076923077,0.03125,0.15625
"211",644,"F","SGEN","Stauracanthus_genistoides",687,0.103,80,0.391605644867155,0.993501529051988,0.03125,0.40625
"212",629,"F","UPAR","Ulex_parviflorus",41,0.346,76,0.392257775788767,0.591463414634146,0,0.75
"213",637,"F","SGEN","Stauracanthus_genistoides",138,0.18,61,0.349554580507911,1,0,0.40625
"214",630,"F","UPAR","Ulex_parviflorus",13,0.931,56,0.339449541284404,0.875,0.03125,0.5625
"215",638,"F","SGEN","Stauracanthus_genistoides",273,0.36,70,0.363309473401216,0.984432234432234,0.03125,0.34375
"216",639,"F","SGEN","Stauracanthus_genistoides",476,0.842,126,0.379885899313854,0.995798319327731,0,0.6875
"217",640,"F","SGEN","Stauracanthus_genistoides",142,0.173,114,0.37110737821424,0.976232394366197,0.15625,0.375
"218",631,"F","UPAR","Ulex_parviflorus",0,0.324,83,0,0,0,0.59375
"219",641,"F","SGEN","Stauracanthus_genistoides",444,0.649,74,0.363443895553987,0.986607142857143,0.125,0.5
"22",119,"B","ROFF","Rosmarinus_officinalis",1884,0.135,108,0.191062520574308,0.861466325660699,0.25,0.46875
"220",642,"F","SGEN","Stauracanthus_genistoides",445,0.436,88,0.388038333430725,0.990843949044586,0.15625,0.0625
"221",632,"F","UPAR","Ulex_parviflorus",7,0.743,69,0.344692005242464,0.821428571428571,0.03125,0.21875
"222",633,"F","UPAR","Ulex_parviflorus",12,0.498,71,0.357798165137615,0.760416666666667,0.09375,0.625
"223",634,"F","UPAR","Ulex_parviflorus",8,0.658,77,0.339449541284404,0.875,0.125,0.28125
"224",635,"F","UPAR","Ulex_parviflorus",1,0.482,63,0.339449541284404,0.875,0,0.5
"225",643,"F","SGEN","Stauracanthus_genistoides",759,0.693,87,0.370634949414367,0.988636363636364,0.03125,0
"226",143,"B","SGEN","Stauracanthus_genistoides",223,0.153,56,0.371826228744468,0.949382716049383,0.0625,0.4375
"227",144,"B","SGEN","Stauracanthus_genistoides",125,0.131,89,0.365741462653984,0.925619834710744,0,0.6875
"228",145,"B","SGEN","Stauracanthus_genistoides",43,0.104,53,0.388383723573539,0.928915662650602,0.0625,0.9375
"229",146,"B","SGEN","Stauracanthus_genistoides",55,0.206,84,0.398268819295857,0.904123711340206,0.125,0.59375
"23",120,"B","ROFF","Rosmarinus_officinalis",1702,0.527,162,0.360100846033248,0.996100808368997,0.28125,0.53125
"230",147,"B","SGEN","Stauracanthus_genistoides",115,0.535,59,0.365030674846626,0.912269938650307,0.03125,0.53125
"231",148,"B","SGEN","Stauracanthus_genistoides",236,0.827,43,0.350498738132436,0.939915074309979,0.125,0.6875
"232",149,"B","SGEN","Stauracanthus_genistoides",237,0.276,57,0.423108771514757,0.863636363636364,0,0.65625
"233",150,"B","SGEN","Stauracanthus_genistoides",140,0.12,72,0.362974033252382,0.944554455445545,0.1875,0.84375
"234",151,"B","SGEN","Stauracanthus_genistoides",533,0.361,65,0.346155475086293,0.918630751964085,0.1875,0.625
"235",152,"B","SGEN","Stauracanthus_genistoides",187,0.366,59,0.405038978646481,0.864670658682635,0,1.125
"236",31,"A","ROFF","Rosmarinus_officinalis",102,0.4,77,0.412949801331916,0.961676646706587,0,0.78125
"237",32,"A","ROFF","Rosmarinus_officinalis",2302,0.435,98,0.38371675053918,0.977662721893491,0,0.625
"238",33,"A","ROFF","Rosmarinus_officinalis",111,0.249,77,0.386713816620359,0.989189189189189,0,0.15625
"239",34,"A","ROFF","Rosmarinus_officinalis",514,0.634,103,0.40001454598349,0.976264591439689,0,0.3125
"24",121,"B","ROFF","Rosmarinus_officinalis",2967,0.803,129,0.253207727243907,0.907897988990001,0,0.28125
"240",35,"A","ROFF","Rosmarinus_officinalis",1019,0.189,116,0.416378527601735,0.958783120706575,0.1875,0.5
"241",36,"A","SGEN","Stauracanthus_genistoides",430,0.628,82,0.346726285531779,0.997653958944282,0,0.46875
"242",37,"A","SGEN","Stauracanthus_genistoides",114,0.203,95,0.374754866791027,0.976284584980237,0.15625,0.8125
"243",38,"A","SGEN","Stauracanthus_genistoides",262,0.572,72,0.383230331672476,0.98782642843118,0.03125,0.46875
"244",39,"A","SGEN","Stauracanthus_genistoides",75,0.344,67,0.383466918120383,0.995670995670996,0,0.65625
"245",40,"A","SGEN","Stauracanthus_genistoides",540,0.521,74,0.357074417119131,0.994134897360704,0.125,0.53125
"246",41,"A","SGEN","Stauracanthus_genistoides",191,0.312,84,0.374269354646308,0.993975903614458,0.03125,0.4375
"247",42,"A","SGEN","Stauracanthus_genistoides",391,1.107,107,0.39677495601019,0.985290571497468,0.03125,0.375
"248",43,"A","SGEN","Stauracanthus_genistoides",73,0.125,63,0.377321673773217,0.994691439946914,0.09375,0.46875
"249",44,"A","SGEN","Stauracanthus_genistoides",265,0.972,90,0.371489407005217,0.991006842619746,0.125,0.375
"25",122,"B","ROFF","Rosmarinus_officinalis",214,0.132,101,0.349218099380031,0.912772585669782,0.3125,0.40625
"250",45,"A","SGEN","Stauracanthus_genistoides",468,0.755,86,0.353216303225415,0.997322922476297,0,0.5
"251",274,"C","SGEN","Stauracanthus_genistoides",1026,0.387,133,0.416134940328489,0.960049627791563,0,0.78125
"252",275,"C","SGEN","Stauracanthus_genistoides",285,0.305,71,0.417674477198287,0.967724867724868,0,0.53125
"253",276,"C","SGEN","Stauracanthus_genistoides",219,0.188,95,0.420200043487715,0.97945205479452,0,0.75
"254",277,"C","SGEN","Stauracanthus_genistoides",1227,1.134,107,0.484493529674253,0.958768406961178,0,0.875
"255",278,"C","SGEN","Stauracanthus_genistoides",389,0.115,79,0.411311053984576,0.956298200514139,0.0625,0.75
"256",279,"C","SGEN","Stauracanthus_genistoides",81,0.16,80,0.419900058788948,0.971604938271605,0.1875,0.78125
"257",280,"C","SGEN","Stauracanthus_genistoides",479,0.27,77,0.460286817429675,0.964478764478764,0.03125,0.71875
"258",281,"C","SGEN","Stauracanthus_genistoides",540,0.208,91,0.429705215419501,0.966666666666667,0.3125,0.5625
"259",282,"C","SGEN","Stauracanthus_genistoides",173,0.076,77,0.366707954858244,0.971098265895954,0.03125,0.46875
"26",123,"B","ROFF","Rosmarinus_officinalis",2940,0.944,152,0.252188994409645,0.811791383219955,0.03125,0.34375
"260",283,"C","SGEN","Stauracanthus_genistoides",341,0.412,120,0.354210305823209,0.970674486803519,0,0.65625
"261",47,"A","LPED","Lavandula_pedunculata",874,0.972,73,0.272664048437244,0.996384479717813,0.03125,0.3125
"262",48,"A","LPED","Lavandula_pedunculata",697,1.104,64,0.266044461536186,0.993304638928742,0.03125,0.40625
"263",49,"A","LPED","Lavandula_pedunculata",655,0.403,66,0.2535801676762,0.996238651102464,0.09375,0.90625
"264",50,"A","LPED","Lavandula_pedunculata",649,0.336,70,0.261665762344004,1,0,0.59375
"265",51,"A","LPED","Lavandula_pedunculata",816,0.189,53,0.262259955528603,0.997385620915033,0.03125,0.59375
"266",52,"A","LPED","Lavandula_pedunculata",346,0.365,72,0.263780466003218,0.989788053949904,0.0625,0.46875
"267",53,"A","LPED","Lavandula_pedunculata",404,0.39,85,0.253422448163297,0.998748435544431,0.0625,0.5
"268",54,"A","LPED","Lavandula_pedunculata",483,0.462,74,0.267297532953788,0.99485903814262,0.21875,0.65625
"269",55,"A","LPED","Lavandula_pedunculata",103,0.086,47,0.282573593342442,0.986345381526104,0.03125,0.6875
"27",124,"B","ROFF","Rosmarinus_officinalis",2943,2.178,139,0.285524082917425,0.870319989635963,0.09375,0.46875
"270",56,"A","LPED","Lavandula_pedunculata",43,0.229,58,0.325341644689523,0.955038759689922,0.21875,0.375
"271",57,"A","LPED","Lavandula_pedunculata",860,0.704,57,0.275932929251066,0.993523171412619,0.21875,0.125
"272",58,"A","LPED","Lavandula_pedunculata",315,0.023,45,0.278350515463918,0.988571428571429,0.28125,0.40625
"273",59,"A","LPED","Lavandula_pedunculata",115,0.227,53,0.269616891009769,0.997962154294032,0.1875,0.34375
"274",60,"A","LPED","Lavandula_pedunculata",505,0.375,50,0.268110894399554,0.998198198198198,0.1875,0.46875
"275",61,"A","LPED","Lavandula_pedunculata",1532,0.543,102,0.284632314285969,0.987381158167675,0.21875,0.5625
"276",153,"B","LPED","Lavandula_pedunculata",212,0.054,60,0.378432654586213,0.633018867924528,0.0625,0.625
"277",154,"B","LPED","Lavandula_pedunculata",35,0.108,40,0.381612446958982,0.963809523809524,0.03125,0.71875
"278",155,"B","LPED","Lavandula_pedunculata",112,0.131,46,0.366930693069307,0.87,0.03125,0.53125
"279",156,"B","LPED","Lavandula_pedunculata",110,0.049,60,0.362646264626463,0.949090909090909,0.21875,0.5625
"28",125,"B","ROFF","Rosmarinus_officinalis",2825,1.908,136,0.297187069700348,0.92317880794702,0.28125,0.3125
"280",157,"B","LPED","Lavandula_pedunculata",186,0.238,48,0.403917811135952,0.997491039426523,0.09375,0.78125
"281",158,"B","LPED","Lavandula_pedunculata",119,0.208,83,0.392295532074216,0.991036414565826,0.09375,0.625
"282",159,"B","LPED","Lavandula_pedunculata",98,0.071,40,0.389573651242675,0.942176870748299,0.1875,0.25
"283",160,"B","LPED","Lavandula_pedunculata",91,0.143,61,0.370797519312371,0.927472527472527,0.125,0.5625
"284",161,"B","LPED","Lavandula_pedunculata",346,0.196,67,0.365735706518629,0.885163776493256,0.25,0.5
"285",162,"B","LPED","Lavandula_pedunculata",150,0.056,65,0.35973597359736,0.854666666666667,0.21875,0.5625
"286",163,"B","LPED","Lavandula_pedunculata",83,0.133,46,0.38924012883216,0.976706827309237,0.03125,0.15625
"287",164,"B","LPED","Lavandula_pedunculata",378,0.436,63,0.382026297867882,0.903703703703704,0.125,0.53125
"288",165,"B","LPED","Lavandula_pedunculata",187,0.091,47,0.364801186000953,0.881283422459893,0.125,0.34375
"289",166,"B","LPED","Lavandula_pedunculata",237,0.205,105,0.372286982392821,0.886371100164204,0.21875,0.6875
"29",126,"B","ROFF","Rosmarinus_officinalis",1366,0.448,132,0.290433875012684,0.936310395314788,0.28125,0.625
"290",167,"B","LPED","Lavandula_pedunculata",85,0.108,41,0.389866045428072,0.968627450980392,0.25,0.5
"291",259,"C","LPED","Lavandula_pedunculata",383,0.146,54,0.338760226301437,0.891532690246517,0.09375,0.625
"292",260,"C","LPED","Lavandula_pedunculata",47,0.134,58,0.366011311607864,0.907801418439716,0.125,0.75
"293",261,"C","LPED","Lavandula_pedunculata",58,0.205,57,0.288520296813619,0.866666666666667,0.03125,0.78125
"294",262,"C","LPED","Lavandula_pedunculata",378,0.158,60,0.343856438411875,0.896117804551539,0.03125,0.75
"295",263,"C","LPED","Lavandula_pedunculata",76,0.058,37,0.427215189873418,0.814912280701754,0.09375,0.75
"296",264,"C","LPED","Lavandula_pedunculata",86,0.051,39,0.41948778333824,0.947286821705426,0.125,0.65625
"297",265,"C","LPED","Lavandula_pedunculata",103,0.126,42,0.381098685019049,0.948220064724919,0.125,0.5625
"298",266,"C","LPED","Lavandula_pedunculata",138,0.071,73,0.353609939052977,0.97283950617284,0.09375,0.59375
"299",267,"C","LPED","Lavandula_pedunculata",71,0.064,65,0.393118202888215,0.866666666666667,0.03125,0.625
"3",3,"A","UPAR","Ulex_parviflorus",494,0.509,59,0.155745231437038,0.908232118758435,0,0.53125
